# MALHEUR (0.4.6) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009 Konrad Rieck (rieck@cs.tu-berlin.de)
# Berlin Institute of Technology (TU Berlin).
# ---
# Incremental analysis for 20090806_mist.tar.gz
# ---
# <report> <cluster> <prototype> <distance>
20090806/01c363221b520283658f081376ed437fb67ba8b1.NothingFound C003-1110 20090803/05acc34b6e879a2c0667076bbfa4c7df3c7724b9.Texel 0.516398
20090806/01d68c920dfd3d8bf57378128a21371edc8243af.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.648193
20090806/01d6efc5955188ac08f4b0998b39badd09771fb4.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.664907
20090806/01d8b8bf591d1626af22b98718781d9818eb43f9.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.385497
20090806/01e602d17b4f6f8a3a989cd3e92e9d4bbe69b772.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.653182
20090806/02053105f2c19bc16249afdbd26b356184aea6b0.NothingFound C003-0380 20090803/39db012e6bc36a15088b6983d2643442bd4f32f7.Lipler 0.548428
20090806/021ba7977320bbe3f4d2415db505ff16903bd853.Udr C002-0337 20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr 0.179287
20090806/02272163d9a0e98d47911bd9eafe5c69e8916c61.Virut C005-0229 20090805/9777a0a01db81c71ab99f6a8e8bb3eac9e38d720.Virut 0.477637
20090806/02411e482c3f6de4e236ad82615365bfe107fec5.Virut C005-0229 20090805/3325d56a2622c1225d31f89dd30597170112f9fa.Virut 0.54796
20090806/025d3f05cb50ea25c8170829daa06e7576724aa7.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.645727
20090806/025d448c4b94545975cafe7d80ce71c48b9d8edf.Virut C005-0229 20090805/9777a0a01db81c71ab99f6a8e8bb3eac9e38d720.Virut 0.408232
20090806/02660cda538d21b78a1c33df663bd0e517745927.Parite C005-0578 20090802/cce3c80e87b6bf9ed5966094abc7b43033f5d73a.Runouce 0.651797
20090806/02728510a72d11b75f0e2d7c89161fed7fd5d35a.NothingFound C005-1457 20090805/a42435e252838b864f771f0fae6a456f2e991234.Agent 0.657773
20090806/02942e76da74fc3f213991d71472d2c6d9ef8bc2.NothingFound C002-1134 20090802/b6c5074de9b7fb18df6ccb87fb2f74fe8f44c451.NothingFound 0.677838
20090806/02973b2f40442bfef9dd49a86698fd6c181d6ca0.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.506609
20090806/029a682b492edb8d57269c6fa5065d74d8644a09.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.582693
20090806/02bfc2929021aca5a080eddf9a5da23c8c8bde8a.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.153305
20090806/02ca35b683ac6270d1f50bf9894e5bd45bbd1c5c.NothingFound C002-1148 20090802/c708f2781943ba3ca7a57235177ec05fe2539dc9.Poison 0.601266
20090806/02d68df929043653e46ebb63a2d12b8711cbf60a.NothingFound C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.20767
20090806/02f3a3753b9e304a9bbce3e1f758bccffdebe412.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.189936
20090806/0308444885a409cfe721057c2a886bb4f4118aca.NothingFound C002-1134 20090802/6b81bf00f9c5712cb7cb85bf709351549be83974.Virut 0.671109
20090806/031963c43725eaf02bd25725c122fc81ceb2af11.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.373124
20090806/034d5355f2e991dbb87d14b20ea13462fed50d37.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.559626
20090806/035bd8746fcb06dbecbef9e355826def203a97dc.Virut C005-0229 20090805/3325d56a2622c1225d31f89dd30597170112f9fa.Virut 0.38336
20090806/03657a3af9f506d519e84f64a27b955e36ee65b0.Virut C004-0268 20090804/e61769752cc38b23d01e275083a666b6e0a95899.Texel 0.519533
20090806/03714b9e9edbf3fbb636a871804bcbb739452b1a.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.656212
20090806/037fa417e4dc0799ea05b9244866d822891ae5ce.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.626634
20090806/038a2c9f619c8ef66bc6e316f0730bb28b44425f.Basun C005-1457 20090805/a42435e252838b864f771f0fae6a456f2e991234.Agent 0.654128
20090806/0393425ef429011f9c256b58b529aaee8e868e15.NothingFound C005-1733 20090802/d290c9c1dad0c3e0d14157fa71ddaa5a33d46119.NothingFound 0.564615
20090806/039bd1098ae354d1d13cbc8732fe75020dea9ac3.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.585695
20090806/03aabd13f6e90cd2246a1f35eb601005b67bd831.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.541837
20090806/03bba2760c03ed83002e6d5bfc4598c32bdc230c.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.196091
20090806/03d0cce540f977bfe471014bb96067c235c32f0b.NothingFound C002-1134 20090802/ecb8386a6ea9448d17f2c968a26181077cbc2455.NothingFound 0.547601
20090806/040bcefb1c5a0b0687701446cbeffbe885ed415d.NothingFound C002-1148 20090802/c708f2781943ba3ca7a57235177ec05fe2539dc9.Poison 0.607226
20090806/0424926cd61bdaea2edea5ff90104b2ec0467f6b.Virut C005-0229 20090802/60f1479b8bf0e81bc74645c9c49851cecbd8ab23.Virut 0.62916
20090806/042b1d26acab4ed4184fb983340ecc7cad6dc403.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.195185
20090806/042fe66d3f8fa22986737d2be92474fb3f0afbab.Tibia C004-1101 20090803/8db45c3fb2ff9f4d96778a1cca564fc7294cda6f.NothingFound 0.579152
20090806/0436c8b05a37aab10544bbc23e95f90f3c647507.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.617948
20090806/047d034f7d27424f5f9c153bc7021902e40bbd79.Texel C003-1609 20090803/0203319a926f5fc8d73bcf83a5566c04286d5076.Texel 0.453684
20090806/0483bd19c168362d10ebed917aedccc4a2f98c09.Virut C005-0885 20090805/9aa8f0725649aa0cd8c4da10b38a9d7b5cb70658.Texel 0.236525
20090806/0493dcb5aa3d8f1f936e40e9800634a5bd4d3e19.NothingFound C005-1457 20090805/a42435e252838b864f771f0fae6a456f2e991234.Agent 0.655155
20090806/04a7e54a0b6e81d7551ed7655b4730be4c18a8cf.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.614995
20090806/04afacc245e292d05f42e280fa133def443e59ca.Virut C005-0885 20090805/9aa8f0725649aa0cd8c4da10b38a9d7b5cb70658.Texel 0.236525
20090806/04c05c9a518084fed6dc01ae2112b3f930ab14cb.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.146685
20090806/04c9a758709c307b0a647aeaa9a6ef954aba2cf8.NothingFound C004-1550 20090803/b68d3bec6e1c33bc733843db4465387a8a613448.VB 0.5962
20090806/04f81fc09f585c4d2b943daa12f7da43ec276afb.NothingFound C002-1134 20090802/b6c5074de9b7fb18df6ccb87fb2f74fe8f44c451.NothingFound 0.635165
20090806/04fea070bb21286f0a920e3bb55870d0c06014f9.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.151206
20090806/050675e06adeaf492cd8a9bf474178d627a0582d.NothingFound C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.556499
20090806/0521f5d902cda770484a0374d4f43b950f3689e6.NothingFound C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.556499
20090806/052ffd933732e47cbc60d2a9c89a891fcd643dff.Virut C005-0229 20090805/bf6da9b62a2b99fd6683af97a247158e18dc66e2.Virut 0.621806
20090806/05480dda23314f6ef2b858e9e137c677835ac205.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.473356
20090806/05571a346912f31806a8f6de1521d63a665b2127.NothingFound C005-1457 20090805/a42435e252838b864f771f0fae6a456f2e991234.Agent 0.658046
20090806/055a3359c1249c1cc5d53321caeb4379ad483b8f.NothingFound C002-0104 20090802/42c782e1e30ea7e58b77264fe02ab25928165eea.Zbot 0.461239
20090806/0569ac5cfde93aa00c973bb1801d571b08f2590b.NothingFound C003-1266 20090802/2e509b87ffa8bd06f8f96fb90abb77c906a7ff8a.NothingFound 0.639329
20090806/056bc3d56221d352eef298cfa978e44feff4568e.Virut C005-0229 20090805/3325d56a2622c1225d31f89dd30597170112f9fa.Virut 0.592673
20090806/057101ec782af19d689dcee9e1887dc8fa0597ce.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.675676
20090806/05800ba27204302b0e81b035a8b254d4833aaa36.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.62254
20090806/058aeb2547771b0bb1ac22868bc860eeb3e5c759.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.668773
20090806/058b44fa0ee923a061fcf8520a6c4aca268b33b8.NothingFound C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090806/058fb2d837d37963d29f9e00c5be585942e9a060.NothingFound C005-1457 20090805/a42435e252838b864f771f0fae6a456f2e991234.Agent 0.656523
20090806/05a21374591a2a37249d4fb0001cc221e70acd0e.Virut C005-0229 20090805/9777a0a01db81c71ab99f6a8e8bb3eac9e38d720.Virut 0.369976
20090806/05a5f2411951369301246020153985840a25b7f6.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.629428
20090806/05dc7d2e19f48cd0fbe73abb633dacbbbe2ebfc0.NothingFound C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.556499
20090806/0659a00318c167206254f4ebb175cbc85100d151.NothingFound C002-1148 20090802/c708f2781943ba3ca7a57235177ec05fe2539dc9.Poison 0.563632
20090806/0673e4c9894980ce57df57693bae764da8f27bb7.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.288076
20090806/06a33289680673cdb7f938d1d8e97018d04e24d5.Virut C005-0229 20090805/3325d56a2622c1225d31f89dd30597170112f9fa.Virut 0.607434
20090806/06b88699d05843d34d4205173a89da16a2ff8560.NothingFound C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.556499
20090806/06bb49a06967069792bcd20a083051fb02b476af.NothingFound C005-1457 20090805/a42435e252838b864f771f0fae6a456f2e991234.Agent 0.658397
20090806/06be107eec7b3301bf6e0054270323b32518e87f.Joiner C005-0851 20090805/2362f39aa037e83ca4f40e806d426933730bdd8f.Joiner 0.341639
20090806/06c886ea291b6088f637184b0665ee10f8a73261.VB C002-1148 20090802/688892f26ab915be8aa1ee730704958ca916f200.Bifrose 0.525486
20090806/06cdfdbdc7e228c6e50ffa24dd6999d0fac6c1ee.Virut C005-0229 20090805/3325d56a2622c1225d31f89dd30597170112f9fa.Virut 0.169427
20090806/06ce884fae9f871b1db82544d85b1a0778ad8eed.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.620502
20090806/06cec21d587fd902acf61d8f9ccbf0c6fbc66f9e.NothingFound C002-1148 20090802/4c2b99ca7115504a2fef11f5ca89b4becfdb682a.NothingFound 0.661966
20090806/06d046b00f02fcc5ca5fe72a804db57845e48dda.Krap C002-0809 20090802/d892e4d1aad59750995e7834d304b35bd2513037.Krap 0.634367
20090806/06dfdf112b09bc264433e768bbc8b33309b71e30.Virut C005-0229 20090805/9777a0a01db81c71ab99f6a8e8bb3eac9e38d720.Virut 0.417408
20090806/06e07b940aa189e247914c371e85fcd4c29f949a.Virut C005-0229 20090805/3325d56a2622c1225d31f89dd30597170112f9fa.Virut 0.580947
20090806/070357577651f9e5eec88f356612ed59fe1c26dd.Virut C005-0229 20090805/3325d56a2622c1225d31f89dd30597170112f9fa.Virut 0.604106
20090806/071ba830ec7a9ed6042b0c981de5730d33c04e20.NothingFound C004-0627 20090804/5a4cdb716a6cbbb00ffd59218ceea9f035cc19f8.Texel 0.603338
20090806/071df2198fe7ea705494de77b96ecbed203631a4.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.576585
20090806/07203d861f4bfd4b85d94f007430f255d7cb4d7f.Virut C003-1187 20090803/0da01f2d4e58e0853cee08c14d59cc2607d6bb67.Kolab 0.647195
20090806/07251cf0fe9dd3636eef773e15949dee964d750b.NothingFound C005-0298 20090805/88356ae639ff34800c5e79d7d626c7dca5a02623.Patched 0.379903
20090806/073a59bb83354379cda47f3b3cfb27c8a0b2f6e2.NothingFound C005-1457 20090805/a42435e252838b864f771f0fae6a456f2e991234.Agent 0.657358
20090806/0743a547cc3b78a60885954ef55ec5093d809e92.NothingFound C005-1457 20090805/a42435e252838b864f771f0fae6a456f2e991234.Agent 0.659923
20090806/0762eff486a1668c0ee06d2092a95a6e5b0870be.NothingFound C003-0254 20090802/299c31e2944f354010df7d6fa41e2bf6f81c7e48.PcClient 0.403926
20090806/077b2fd42c6a84cb990d0457671c0d6c5a6883f0.NothingFound C005-1457 20090805/a42435e252838b864f771f0fae6a456f2e991234.Agent 0.657587
20090806/0797817e5d74e411cd02717c8d662c268cfd7491.NothingFound C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.556499
20090806/07a448735d3fef4bb78293fa55dbd26362522be6.Poison C005-1733 20090805/d083fd53e6abd408067665f55e500c98f5826a00.Virut 0.511958
20090806/07a8fcab8a6df0d6b0d9db4afafbb436893d53db.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.645487
20090806/07b238aa14d8bce8eb292f89b27ba6598aa7a339.Krap C002-0416 20090802/1bb7bb855b432a7f488bf0f5fb47f8d740cf951d.Runner 0.60277
20090806/07dbb67c304111cacec82ca815812de91b3356a6.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.605899
20090806/07df1572ba6c00f37af87cde5d8193f0482d13d7.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.620502
20090806/07fd6b23e86d8648e5f972d6d272a5778599f2b2.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.548772
20090806/080f5fb79c8f3154dc0c91a23e0af146a07bbf9b.NothingFound C002-1148 20090802/4c2b99ca7115504a2fef11f5ca89b4becfdb682a.NothingFound 0.661402
20090806/0811938a5df704eb4ecbca7fde440f6c3d614be0.Virut C005-0229 20090805/3325d56a2622c1225d31f89dd30597170112f9fa.Virut 0.218341
20090806/081456445980893bd304e4bcdd8822db9d42c9ab.Virut C005-0229 20090805/3325d56a2622c1225d31f89dd30597170112f9fa.Virut 0.417456
20090806/082c14ef961d9f5ceed8f4e129ca7bf6f188b1e2.Lipler C002-0233 20090802/4cf23978218f1a0417eb0579ca59cf9fe52d6729.Lipler 0.566372
20090806/08342ba538a495da08f2baebe07f0838a8ef2702.VB C005-0229 20090805/bf6da9b62a2b99fd6683af97a247158e18dc66e2.Virut 0.537484
20090806/083b9a008c2c77499448bfb1669a82fc0145231a.Virut C005-0229 20090805/95f836bf6beb7fae6585b1f155f00c1445b43c2a.Virut 0.587072
20090806/084ffd5048ae4214c8359cfacb44de7817860839.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.538361
20090806/0860b80a02a5d34dd0729011ccf60a4d811fc11e.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.598544
20090806/08775fe2586224e35ec2fcfcb4579f1178d6eb0d.VB C005-0229 20090805/bf6da9b62a2b99fd6683af97a247158e18dc66e2.Virut 0.549022
20090806/089b8705ae1a4fb7e0871ff5c0d54ba10ecee740.Virut C005-0229 20090805/3325d56a2622c1225d31f89dd30597170112f9fa.Virut 0.604518
20090806/08c6bca2ce863258842053e1c072fc615f72f1c4.FraudPack C003-0870 20090802/aeee30f8779a0025bdf0875ec92782777ae818f0.FraudLoad 0.332479
20090806/08ece1b5e5a6adcddfa691efa8999fe0dd055b99.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.618433
20090806/08efd6a5a2ae2196cef6487f8d9b5a8df7a871d3.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.562868
20090806/08f51c1faf19a249abf71dcb4df39f5585a223d8.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.506743
20090806/08ff744bf74e8106a63641fcc2338f12e5612158.Virut C003-1107 20090802/6d51c4b6c5e8fc6881debd6bf5ef518c852d426d.Cinmus 0.663441
20090806/090c6820996757391a1ccce766847418a1105b5c.Basun C005-1457 20090805/a42435e252838b864f771f0fae6a456f2e991234.Agent 0.667547
20090806/0916bc5b182224ceaf1a19b57e4fc5b86f081d8c.Virut C005-0229 20090805/3325d56a2622c1225d31f89dd30597170112f9fa.Virut 0.169427
20090806/0916c48109f67127e3458408590adb15f6e05012.OnLineGames C002-1163 20090802/7dcca4e25ca0e00abe0a2ea46421596a838881ef.Swisyn 0.571345
20090806/091e365fcb16df0ee064d3b30861155e1b295382.NothingFound C002-1134 20090802/6b81bf00f9c5712cb7cb85bf709351549be83974.Virut 0.602798
20090806/091e4b45d2f04f3e0a955fec895443ddf58bdbf7.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.63511
20090806/09339654aaaf923c88a50181ac5573c7747c4219.Texel C003-0099 20090803/6b2f43f2e95e46bf7bc4a47bb67502bfb03f5386.Texel 0.071906
20090806/094dab1b7238acd657d59ced6c067692351cd52c.Lipler C003-1151 20090803/96d5c4a942d1f99b1dfc5f93afe67cf802c539a2.Lipler 0.603421
20090806/09704d638d7baf5a9bb0f2128f2348a54675839f.NothingFound C002-0233 20090802/4cf23978218f1a0417eb0579ca59cf9fe52d6729.Lipler 0.549633
20090806/097636fb94b89f07fc3d70ba733aded0b11b712f.NothingFound C005-1457 20090805/a42435e252838b864f771f0fae6a456f2e991234.Agent 0.655277
20090806/099e9f38afb95a989eee4ef7d5e8b4503293bfe8.Virut C005-0229 20090805/9777a0a01db81c71ab99f6a8e8bb3eac9e38d720.Virut 0.417408
20090806/09a8a444c5f917e74e43cb728c925b836ba42af1.NothingFound C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.556499
20090806/09ce93a2800f29ace5fd0e8bd8a5029ac77fdf1c.Texel C003-0572 20090803/0ed429bf1abe9a5d75905d16f2fce234c72db954.Texel 0.505803
20090806/09d38388bba28ad1cc54974ee0ac0d71692cec8a.VB C005-0229 20090805/bf6da9b62a2b99fd6683af97a247158e18dc66e2.Virut 0.563322
20090806/09f4c0792b907c365cf1e3517ff3a300ed42d3a8.VB C002-1148 20090802/08b4e658a3bd05826e8bc7b6d1870aad76603487.VB 0.627297
20090806/0a05caa94c57bfbaf731ec676736005a889d52d0.Joiner C005-0851 20090805/ce5eef5447e80127179ed44158304a52142a3772.Joiner 0.600728
20090806/0a0aa4172ae35d2fc676bcbd4d0ae07aa4ab3aa3.VB C002-1148 20090802/922ce956335cb784ceaa83131d6f1d16be61d704.NothingFound 0.561203
20090806/0a2d630d90e6b1cb03a37c4c26e4fd4a919e3864.NothingFound C005-1457 20090805/a42435e252838b864f771f0fae6a456f2e991234.Agent 0.654648
20090806/0a340290d088dd479b3d2dd33fb83441a521d305.Virut C005-0229 20090805/3325d56a2622c1225d31f89dd30597170112f9fa.Virut 0.226093
20090806/0a51baae8b3c6456613f927248d31c1f0a91ad75.Virut C005-0229 20090805/9777a0a01db81c71ab99f6a8e8bb3eac9e38d720.Virut 0.413249
20090806/0a737c1d957eee4de5660266d55c2e04af3a79b4.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.539903
20090806/0a7d5b79ad4b7c53522cf05ca07063cfe95323c2.Patched C004-0651 20090804/6534f767a3e1a6a26d709118cdcbf1738b946a89.Texel 0
20090806/0aa5bdffd302f25ecbb22bd27bd5c7c1995a6b81.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.585695
20090806/0ac523225484dc58d7fd5e29a6b4b560c9d930a1.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.620866
20090806/0aca6b41bd77c0e5bec9b440ee40225689d170ea.Obfuscated C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.378307
20090806/0ad9d556c53bc4e6cc4ee3691e06c987afbaa10b.Texel C005-1671 20090805/01020fcab8bfaf40b8ac704955074a17e3b180fc.Texel 0.0702393
20090806/0add96afa978c64ac9137175168d65be9888e061.NothingFound C002-1148 20090802/62dc052bc0b2c683fa1b0168000dbe37550a367c.NothingFound 0.623989
20090806/0ae621d150c08496ddaa1b37447942e05374ac9c.Virut C005-0229 20090802/60f1479b8bf0e81bc74645c9c49851cecbd8ab23.Virut 0.535514
20090806/0ae68155279bb28fc69ab2ee215c7a0b96c89590.NothingFound C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.604923
20090806/0aeef88c809e6327a468e4b684cfa0f1070068d6.VB C005-0229 20090805/bf6da9b62a2b99fd6683af97a247158e18dc66e2.Virut 0.557773
20090806/0aef0c0cf05650c5d45aaabc919eab11c53fa3c0.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.646962
20090806/0af236fbab3db1b79b0b189211343962e71dba81.NoResult C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.213743
20090806/0b017ee6a4690c354f29e23a92f9cef750cc16f6.Poison C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.47174
20090806/0b041923d7bfc3e2e12d85f2959e5f1846b120c4.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.536633
20090806/0b086a4e303ac2e594b5284d05663bc94b00ccf1.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.570332
20090806/0b0d31e48b25b4dd76adea972e3a22955b54964d.Virut C005-0229 20090805/3325d56a2622c1225d31f89dd30597170112f9fa.Virut 0.37947
20090806/0b427979e06056ce5e815e6a3bca4adf1740993c.Swizzor C002-0803 20090802/a701016b96cf4877cea15d07be6fce86605cc314.Swizzor 0.568093
20090806/0b5f950c2a7046665f0490b77d8ab06e306643a1.Virut C005-0229 20090805/3e754eb12df09c8d6c560725a1becc9262808876.Texel 0.649652
20090806/0b6535ec2f24941f96e2091ce7b23a1592094f21.NothingFound C005-1457 20090805/a42435e252838b864f771f0fae6a456f2e991234.Agent 0.666324
20090806/0b88cbb204def12b289d9c9de41ae12540c656e9.NothingFound C002-1148 20090802/bb4c934af4f49646758fd5e1e92831ace086c4a5.NothingFound 0.679482
20090806/0b9e59dd292cde7b17f06ac7e9fc9eb7567ccb55.NothingFound C005-1457 20090805/a42435e252838b864f771f0fae6a456f2e991234.Agent 0.657779
20090806/0bbeaf3211a9e437d04b19b670ab85ff44155dc0.NothingFound C004-1550 20090803/b68d3bec6e1c33bc733843db4465387a8a613448.VB 0.516294
20090806/0bcfb8313d36599c1d3668137b6e6cb7bc80bbf2.VB C005-0229 20090805/bf6da9b62a2b99fd6683af97a247158e18dc66e2.Virut 0.50091
20090806/0bdcec6bbbe8d74c174790839bf72677ad84018d.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.595713
20090806/0bf1d99d41c0049eec40d0aaba3305f03f40bcb9.Virut C005-0229 20090805/c2cb466db8767740c871a5d46362faa5a71bc5fc.Virut 0.533848
20090806/0c01938423f43d058d9aa29e0c7bae1a9ae5f552.Virut C005-1665 20090805/29c227b9b1f7997604941046d440bdb0dd068cdc.Texel 0.502339
