# MALHEUR (0.4.6) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009 Konrad Rieck (rieck@cs.tu-berlin.de)
# Berlin Institute of Technology (TU Berlin).
# ---
# Incremental analysis for 20090804_mist.tar.gz
# ---
# <report> <cluster> <prototype> <distance>
20090804/0768bd3ad5a017ed38bda79d185aac208c95fc0d.NothingFound C002-1148 20090802/b63b8d305fb34472e471e5ca02eddedb4cb256f0.NothingFound 0.604281
20090804/07973d3636f8208fe8e5e8de448dcd4c3651a1b5.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/07b0055f1d28a79032f1bad14d7303e2e6266456.NothingFound C002-1134 20090802/03a2b9a9e7a91703da192801a301f6606af5b4ec.Agent 0.678309
20090804/07bcb61a40c796321a5079b5c4398bc75fe71fb0.Texel C003-1389 20090803/17df38a4630c9f64ed5448556bcc10a0631d8fb3.Patched 0.567192
20090804/07bcf783bb552f47f00fbab4c68d14aa289b1d1f.Texel C003-1192 20090803/0d09ef1f1b1463a24d90b72ff321c3131bc70b3e.Texel 0.485071
20090804/07ed322651ab217723b24ceb5dc752a459fa649b.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0917604
20090804/07f542a5a7693bddec8bfc5f71b52426528fe2cb.NothingFound C002-0972 20090802/710c6effa1b5bdecdc7c1b216f984d632f6e4c77.NothingFound 0.645671
20090804/080c19535a122bb50a4200090fdae7dc403cd128.Texel C003-1437 20090803/9cff3eebca5364ebcdd4c10dc5ce52fd093ae3b6.Texel 0.0825488
20090804/082bb7e8b978d478c4eff3e5304083e4f8821c87.Texel C003-0001 20090803/00030d8c27de2dc86a9b2a95f0a3b0a3220d2bc3.Texel 0.471405
20090804/084b5c4760674246e927fe1aa23392b6f45c9c76.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/08666fcb0ff6d8a2b727810675898c72c20f3968.Texel C003-1223 20090803/897cd1c6f53c62f2828e6eda29e1574b0c644fd3.Patched 0
20090804/088d32ebf73ec62de7a9952122c4e702535f9f9c.Texel C003-0953 20090803/0cdd1ac8da33c7eb6d42b8b278dd7c495ae0e46f.Texel 0
20090804/08e76ee7e5314b30ac6f18568c32e51613cc834e.Texel C003-1183 20090803/1e58bbb127a02d43d1019191f2f3d974fada8423.Texel 0.606017
20090804/08f2eee9a3f4d6029996ce119a9907b71978ec46.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.271515
20090804/09028c6d15deffe0e6c5aeab58f8eec3b624e179.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0888541
20090804/092d1d3a343bde83fa0a74be43b2ff9efb58c111.Texel C003-0841 20090803/3196b25338e76baf7d97e59ac548892f71b54c59.Texel 0.000271531
20090804/092dfc9749cec5665052d64e56a00e321b376516.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/093c4f3e92d89ce49b3f60f2aebe60f4599ade3f.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.386249
20090804/09808166a0b3d7f46d82ee3a78307e2017cad61f.Patched C003-1437 20090802/a1d37dfc9ac69243ec3af40afc69d54418f373cf.Parite 0.436114
20090804/098906e323ae6d771dac33d3ef5b0cbc9823083c.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0973457
20090804/099b44c5616fcf2c5a9f6fdaf8686cf60ba33637.Texel C003-1045 20090803/0337a5b059fcd8d21afdcecd235750544962fbe5.Patched 0.499746
20090804/09a5673b26ecd7b58aeadfb700a19711d2843299.Texel C003-0590 20090803/1313193e54eee1f3b30e3af4512e240d462b7e86.Texel 0.000250284
20090804/09b8b7039aba2758890d4063d8b8eac096a41058.Texel C003-1192 20090803/6ec8b779c552219b51f0cd06f38b7c338824ef9c.Patched 0.471405
20090804/09be07a9d7c856a84f7bdd2814f5ba5d74c67804.NothingFound C002-1011 20090802/96f24676e094fb1d6f3394b9e6a71a0cf4805499.Refroso 0.356435
20090804/09c54b01106e94772e0152759e60e9a8f5c3467b.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/09cbef1e2dd30e86b95a3f0308b57cc46dfe0e1c.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/09e8b6bd8c1b4c1c7065858708a89c0358dbe2bc.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0973457
20090804/0a1015d77d28bf2b936bba9618d74232fc27a513.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.084786
20090804/0a103b87e092b07c2c3ea4a799cb604d1cf2c3ef.Patched C003-1291 20090803/1436582c8d2f8a35267be1883e54a8c7eaff673d.Texel 0
20090804/0a1429fb59bbda78e1b61279ba1cc11d576b653e.Texel C003-1395 20090803/349c8aaa4a01b2498a851ad2d39f7815fec0ac32.Texel 0.493123
20090804/0a38b00db887a7108e19427af6d8d22eca92a3fd.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0827024
20090804/0a39f81f3ffe5e48c21d9e6b02716dc3e6390aeb.Texel C003-1395 20090803/4aa77e55662522631b42181e1fd1f1d6973e4874.Texel 0.254744
20090804/0a6ad68c6bce7aa4f30196130e9870a58c3a8b3d.Texel C003-1504 20090803/145582c56c91ce78d7712a70d3211eaf519de395.Texel 0.516398
20090804/0a6b74cf09ee4080001b85a45734848092e789c2.AutoRun C003-0728 20090803/cd36aef0a6d80abb79f53b757e947771782417c3.AutoRun 0.213311
20090804/0a70aee512c3ce8983842e62e64086f8a131abf3.VB C002-1148 20090802/b63b8d305fb34472e471e5ca02eddedb4cb256f0.NothingFound 0.674075
20090804/0aae3558133459d4d7a02bb5096d8f130604e6c8.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0945748
20090804/0ab452fbfe64dcda315b489bed0f5c995e095577.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.526534
20090804/0ac00fb89acb1170e10cb6e8c4788e8707be1f3a.Texel C003-0877 20090803/85e78c1ad31485b9ce383f70742a27031f3f38e2.Texel 0.559017
20090804/0aeda213365a0107d8a0fab31fa8ad03153b159a.RCmos C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.662014
20090804/0af42c0ba455f3a3f5dcf1e49ef341b2210d49ca.Texel C003-1044 20090803/0d6f572a87463ca99e17746f2c7c3d8d26355b06.Texel 0
20090804/0aff45cf8fc487d1c3282a6603b3f75295643346.Patched C003-1315 20090803/033dd051efe6de48029d44d9a5a68679543a403e.Texel 0
20090804/0b503dff3effc4ebe3204392f4be949e133c63be.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/0b646c83c5a60bee5160250327b43357b16053d7.Texel C003-1345 20090803/2bd18b69e894c1977eaedbeee52dae869432d478.Texel 0.519267
20090804/0b8eb3d6f38778bbb5651dd456db8485b051fb0e.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0973457
20090804/0ba0432126e63999b1887c50b566d416b00e8b7d.Texel C003-1192 20090803/3466a77ea830d45133112a6c405a0a4900e406df.Texel 0
20090804/0bac4d15db0ce49288c36ea9af1c2848c88b178d.Texel C003-0762 20090803/3d37c1e9c8e5305434836ec493efa30e89e9b8e8.Texel 0.156173
20090804/0bcf888557752ac0e125a804503a9adb501563b3.Texel C003-1423 20090803/2a0d0ce3e37c3d2eef048a254b98d6f411f7dc19.Texel 0.399781
20090804/0bd74791959221d99dd2d646e5c42c32a381bbae.Texel C003-1236 20090802/3f9e7724fad20424077627efd00bab836a1470dc.Texel 0
20090804/0c09098b86cdab02a3c0ab72cad498d0645b9ce9.Perflogger C002-1164 20090802/acb0367a2c9b390e1f66610c9d06db6c20a55beb.Perfloger 0.549376
20090804/0c5f8313f74656a14e7ef7aabac87bcedfd96f87.Texel C003-0824 20090803/2b8ca70852212d13042c5cdfc85085b470765a9f.Texel 0.258199
20090804/0c89f8696d6e772bb55f6f266e2ee3f5c57eb33a.Texel C003-0590 20090803/1313193e54eee1f3b30e3af4512e240d462b7e86.Texel 0.000250284
20090804/0c9cbcb71cc1e8929fb08e6a43d6c034bde11daf.Texel C003-1370 20090803/9bb6ece01b619e40ca8fa5cf3fb4dc1176f94e65.Texel 0.567192
20090804/0cbf2e3472b1c03c195d89308ee35373153f4b44.Magania C002-1200 20090802/976c0bdd830f81c6b2677c07673be1457e678ff1.Magania 0.410953
20090804/0cf31bf2832be1f1c4442d4bf2de88bfd3ce1d75.Zlob C003-0698 20090802/413ffd98ba5a124abad7a4d6e067b75fff7255d3.FaceCodec 0.522599
20090804/0cf9a90e21d29cd0bf11b52e722114b88d7f955d.Texel C003-1423 20090803/9bf1e43dd5b65ad7fadf059ba89fda99076c543c.Texel 0.596487
20090804/0d0280de0f6088b2c53d8da0cfd95294f3a00375.Patched C003-1305 20090803/3a24356dfcb7e1f64fc0d3d23a2b027698b0696e.Texel 0.000260307
20090804/0d0a21042f66eac92ab038e3a851df54425089e4.CodecPack C003-0099 20090803/4ef00dbf86939b15bbe024973ef45bd5db7ebffc.Champ 0.655621
20090804/0d316fbf3ec233eb6b2e6ef2ee578aa00b49a5c8.Texel C003-1285 20090803/4aed0816f7155b5a9b7c6bbf921eb4876f93961c.Texel 0.000260307
20090804/0d58b3e5026d954150c34ca3ec4be822ec8dda06.Texel C003-1246 20090803/29003d70885d042a9ff1713e99ac486e1af9d9d5.Texel 0.134912
20090804/0d76e851bf9ad9d365f554725b476654fc52845c.Patched C003-1058 20090803/be31eace2e8d866bceb1f5eb72f857e1a96f97bb.Texel 0.561951
20090804/0d7916f30c49f7432a0c55594e2caeebb00d9537.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0946098
20090804/0d8b022ef704e7058d3b15954da17c08f84618e1.Texel C003-1315 20090803/033dd051efe6de48029d44d9a5a68679543a403e.Texel 0.567192
20090804/0dbcb64ef0b13ce991d7646c3d6a85f5c7ec6057.NothingFound C002-1008 20090802/c46e993a9f926fb02cdc33c151557f757e6d7651.NothingFound 0.615584
20090804/0dc74d83effff806f177fa749ce033c76155a578.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0917906
20090804/0dda68d256f13b1a10233576367f3a4fb9bb277c.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.274374
20090804/0ddaabb73af928682360f60163871d1adfa1b21e.Texel C003-0406 20090803/26bb5421b7a5c25c9e7e4a6a0c1b9efe38ee6b55.Texel 0.402694
20090804/0dfc702b79f75e2c52e31f0bff9cb02c6ec03791.Magania C002-1200 20090802/976c0bdd830f81c6b2677c07673be1457e678ff1.Magania 0.39802
20090804/0e039915f6049084f3ce8dfa03df23326b8416f8.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.27044
20090804/0e24d25d3cc56c3720522f772950667a88ad79e4.Texel C003-1389 20090803/17df38a4630c9f64ed5448556bcc10a0631d8fb3.Patched 0.567192
20090804/0e58a1b25c86f0019963d69b8906d6f3b3c45bdb.Stabs C002-1011 20090802/96f24676e094fb1d6f3394b9e6a71a0cf4805499.Refroso 0.611284
20090804/0e65cf11c2d5d351b87bdc4d28ce85c64a61c322.Patched C003-1437 20090802/a1d37dfc9ac69243ec3af40afc69d54418f373cf.Parite 0.436114
20090804/0e663c2347686a91fa1f6e48eeed2ed42091901d.Texel C003-0001 20090803/00030d8c27de2dc86a9b2a95f0a3b0a3220d2bc3.Texel 0.533867
20090804/0e689c11fa70e4fa7be54feb4f2b244dd321f3b0.Texel C003-1192 20090803/0d09ef1f1b1463a24d90b72ff321c3131bc70b3e.Texel 0.000260307
20090804/0e7d3d0e35e3b33732b39c401f02ebc931ca834e.VB C002-1148 20090802/b63b8d305fb34472e471e5ca02eddedb4cb256f0.NothingFound 0.674075
20090804/0e8ce9ce758cc044fdaf3c834a293c7bf3de15ca.Texel C003-0428 20090802/1e5497cb5f87252a1c7c68010baf457013afea94.Virut 0.380438
20090804/0ec1e2a3512bcdcc6804926006055049874a06bb.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/0ed9289e363294b9984862976ce702136d2b3690.Texel C003-1370 20090803/0a80a65139953ff456092a9c062dc5c8cd65c14f.Texel 0.485071
20090804/0ee9f02b2c08c5632ace95430eb73da25601c26e.Texel C003-0993 20090803/03cdaf87ab3448f92182980cfb1108ac48ec6d57.Texel 0.4
20090804/0ef65a84460d2237bc70f1466073c44a5b5792ca.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/0f12eb3368e07d0a4017cd241c9a21ac25a8873e.VB C002-1148 20090802/b63b8d305fb34472e471e5ca02eddedb4cb256f0.NothingFound 0.674075
20090804/0f29fde640e115a035a173e722cc3884bd03fdc4.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.115222
20090804/0f2f2727d5e6ad4b76a6cec48607b91bf6f864a3.Klone C002-1180 20090802/c881972349b8b7834057c0b12fe6094204eda55f.Klone 0.355377
20090804/0f467c17b4f855d4e81084cdc340d57d3e2c92d3.Patched C003-1423 20090803/5b62d7f68355658afb1681961c87048d601211b5.Patched 0.44475
20090804/0f4829cab14bf3c7279552de5da21c0021ead47b.Texel C003-1254 20090803/662b6852c421269a8eb06c03cdfbf1a54e87e02f.NothingFound 0.586381
20090804/0f57578c697baf4fac9a5142b2f6f8021886c06b.Turkojan C002-1163 20090802/0a6611b62eb82caf2129307aff707bf4524ff1fd.Turkojan 0.327488
20090804/0f5c4393937fbd4a871f2f9776cf27d414692c7c.Texel C003-0578 20090803/cbda2eab3b5769f4caa16ea53f0e4b63694f2eda.Texel 0.423399
20090804/0f688136118741494fb328233593b1fe907a304d.Texel C003-1242 20090803/56c0dfe9a6a4a9310abd60dbf4dd5134afa4ca31.Texel 0.340503
20090804/0f6f5484bdd7c8c47e9e4eb3036e2d6f2a603250.Texel C003-0860 20090803/3e82fee1d179eafb8dfe270971991c9144494388.Texel 0
20090804/0f7242612d09985d01e18eaa206b704d1f0c1df7.Texel C003-1266 20090803/d8310a22e7c604d37f709ab613be394969b92598.Texel 0.383786
20090804/0f7bac1a22f81533cc70d488e8668b5887d690be.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0973747
20090804/0fa4c6cbc7ed91f0185a742d6a0e5967d27f6888.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0947865
20090804/0fbf7584043938f3593e07314c9dd9ff3793c270.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.102588
20090804/0fc3373495b92cbff05fd1777739277ed6ecdb52.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0946098
20090804/0fcbf8067d12eb5f58b1bf9a28877b7de2992ab5.Texel C003-1045 20090803/0337a5b059fcd8d21afdcecd235750544962fbe5.Patched 0
20090804/0fceeed017583c3338e91e60759146a9de02b51c.Lipler C002-0233 20090802/7537b4a3a3cc717c382591780fe943e745ebcc38.Lipler 0.437314
20090804/0fd4e3b0bccf86d0cb8d7d8592357fd3998d2407.Mixor C003-1183 20090803/c25d996a7200fec7b341dffa15296c2b19091b19.Texel 0.383752
20090804/0fdcbcccadadf515b4e7ebb8536ac2262c3c86ac.Texel C003-1423 20090803/fb70771f3facba205b5c12a6c2bfa158093ec89c.Texel 0.452956
20090804/0ff37075be627a4dadae42ae83bbb21fabc30d4d.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090804/1003dac05f2947cd2aa7214cc8b57b3ea5f6a9ff.Patched C003-1183 20090803/1e58bbb127a02d43d1019191f2f3d974fada8423.Texel 0
20090804/1053bfd0b2011c38f20cad47d91389fdb7bc7387.Texel C003-0953 20090803/2cfe90141ddfd12d52df568ff6f213f9b70d94cf.Texel 0.426401
20090804/1067802a4d414bfb8a58708030619b580881fb6c.Texel C003-0877 20090803/85e78c1ad31485b9ce383f70742a27031f3f38e2.Texel 0.590761
20090804/106807c9c43416f92b3caa1247d09d487be752ba.Texel C003-1236 20090803/c6f2321689908072e3ea6105037f27d876d9d195.Texel 0.237345
20090804/10d4d54aca47d1e4913253cc0e600a83bb9534fb.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0858476
20090804/110407d8c5664e26611c1471fef19b0fe219ff54.Patched C003-1423 20090803/8dee0ca888538019ca74c7fd9093df50d8dd407a.Texel 0.391158
