# MALHEUR (0.4.6) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009 Konrad Rieck (rieck@cs.tu-berlin.de)
# Berlin Institute of Technology (TU Berlin).
# ---
# Incremental analysis for 20090805_mist.tar.gz
# ---
# <report> <cluster> <prototype> <distance>
20090805/037dd3bab604b4bba19a5fa2189aa3a9b30789c1.NothingFound C003-1183 20090803/47f4488e7e4d3cfddbd434f6ead4174171403b30.NothingFound 0.630869
20090805/038bfa90c1ce0189536ff75e5fa14af762fa9449.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0827024
20090805/03a54e1644915d766eac5b2e24876cfebd7d2e79.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.272379
20090805/03a6d8dc760f2cd215968644ed0405e9a5003fc0.Texel C003-1389 20090803/17df38a4630c9f64ed5448556bcc10a0631d8fb3.Patched 0.438871
20090805/03a78fb1e24499a124a5b0d5737e654015d5fad7.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0858158
20090805/03d8e7e0358f008860a99a967285f1a9614fdd7f.Texel C004-1082 20090804/7965161f5a58dad7804faf3948c028e9c99638fd.Patched 0.348378
20090805/03e9eba0d7336908ea8a5164a3c80662bd14c20e.Texel C003-1183 20090803/0289fc2c49bffee51e43973d620854e7f73be395.Mixor 0.559581
20090805/03edbc9f919708fa173e03139dc3b5f8cb7a8f25.Texel C003-1395 20090802/bf7785181f4fe9afb8d13e99ed14327702ae0b2e.Virut 0.543578
20090805/03f2bc0f85fdc7d6000bdf7ecb2d0a58a2e36c33.Texel C003-1423 20090803/926c9077960aea66a60a858195531f91e005f8d4.Texel 0.621246
20090805/03fcf7c752192bb593ae198b1add0364dc4c1ce6.PECompact C003-1107 20090802/6a31c095063949116dd6bf0e8dbf50715c565111.PECompact 0.463822
20090805/04011ca91245fd75c23e8492f6c6012ff14ac5e4.Lipler C003-1151 20090803/96d5c4a942d1f99b1dfc5f93afe67cf802c539a2.Lipler 0.631474
20090805/041cdac976d867c3c2ee227486628b9ae76904fe.NothingFound C002-1008 20090802/c46e993a9f926fb02cdc33c151557f757e6d7651.NothingFound 0.560516
20090805/04446a6ca742d4aecdb46972c85069a0f4eef712.NothingFound C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090805/0455f9394b3a0c3ad85f4398505f25ee0ec1dfae.Lipler C002-0233 20090802/7537b4a3a3cc717c382591780fe943e745ebcc38.Lipler 0.447989
20090805/046ec041dc8a670f925a32776e4be9a6f13ba5dd.Texel C003-1356 20090803/faf762a3981ee58d44466c9fca16769e2f8ff591.Texel 0.517943
20090805/047014b5c9cd9296d7dc5d26f7a8ddc80558c3ef.Texel C003-1205 20090803/ede3e7738ddf372cf26aa6f62cc45eb767e71e76.Texel 0.528355
20090805/047219cf72fd08cb75c7e584677843a4c2a097ae.Texel C003-0637 20090803/27e4cf09174b6ae42aea63f43802253f7c878007.Texel 0
20090805/04729216d5bc29e611fd4e64c8d3a403cb466304.Texel C003-1192 20090803/3466a77ea830d45133112a6c405a0a4900e406df.Texel 0.471405
20090805/048bd30cdebfaa570a5ef6f2b9a489fb56b66a7b.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0789453
20090805/048c087c4615e08537b36863284966957c5d994b.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0888541
20090805/04a54aa1a8489a9590faf0d60b316aa548156888.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.469637
20090805/04b2a4af07c6e873a5fdcb46fc98092738987894.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.100038
20090805/04b8e2404bbabb1fc2eca54c902c665ea776780b.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0973457
20090805/04b9b7d9cffa5c22d7c24218b118b170a96d6168.Lipler C003-0380 20090803/0933e1ddd9391db8b12df5c428ad19a77c18651c.Lipler 0.576033
20090805/04bcc3866e5c3ad35bcb7b264f17ea4d15455678.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.278185
20090805/04d7cb412248a409ce07b8265e6c1f321671fb49.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.110071
20090805/04dd40a71f75dc77b1d327a4429b790e15ced2b9.Refroso C002-1011 20090802/96f24676e094fb1d6f3394b9e6a71a0cf4805499.Refroso 0.367351
20090805/04e837c7a590ed0315b04d4902c6795126c36e7e.Texel C003-1305 20090803/3a24356dfcb7e1f64fc0d3d23a2b027698b0696e.Texel 0.549773
20090805/04eead67822645e5d32b5a6ea92e9ef6b4369d2a.Type_Win32 C003-1110 20090802/0e5e4014e36f9033ea941db960388e01aea15815.NothingFound 0.612372
20090805/050121245ae00ff08574d4ca6c18caeb76e4d20b.Agent C004-0606 20090802/caefd981c56407e637b46dff15a11ec2e0aaab5f.Bifrose 0.513645
20090805/050aa011f2965a22161c08b89c7ca89d6129bd8b.Texel C004-0268 20090804/e61769752cc38b23d01e275083a666b6e0a95899.Texel 0.358891
20090805/0513b94a424ca01e1af0bdb78b59758de08e614b.Texel C003-1192 20090803/3466a77ea830d45133112a6c405a0a4900e406df.Texel 0.631939
20090805/0514d0f8a1350db4beb431f73126e232b778610e.Texel C003-0001 20090803/00030d8c27de2dc86a9b2a95f0a3b0a3220d2bc3.Texel 0.333333
20090805/053ba1ed404ca0550a63bd88f67880a3b261d0af.Agent C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.551236
20090805/054732821cc252dc2c50e14da393e076780e0a0d.Texel C003-0993 20090803/03cdaf87ab3448f92182980cfb1108ac48ec6d57.Texel 0
20090805/0547a1b61a9563208305d0c5bfcc74e5615fc241.Texel C003-1443 20090803/35b7b4c664d5eb2cac08d75284b995890a3b562d.Patched 0.425421
20090805/0551007dc012340011e7f6fb453ef39bc73c0873.Texel C003-0723 20090803/01d6a584ee3134c6cf260b6640f071ed3bbadf01.Texel 0.534188
20090805/05517340af29712bf5b72233ebd5e35acd2c93b9.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.272449
20090805/0554e9453163abb0e8328e3c181ba3553bc9e670.NothingFound C003-1110 20090803/05acc34b6e879a2c0667076bbfa4c7df3c7724b9.Texel 0.516398
20090805/056332cf7d555db56953200c0d52cb5b704c1e08.Texel C003-1302 20090803/2b6511025ffda854883833824e3639f6bb137942.Texel 0.608172
20090805/0567982d6d182fa7b9a18b7996b5ac4e121e5082.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.107642
20090805/0569fb67a1ec5fb9759e2b3299f2fa6f6bc24f56.Midgare C002-1011 20090802/96f24676e094fb1d6f3394b9e6a71a0cf4805499.Refroso 0.577936
20090805/0578af3ee1a7c1ee031567e12595d3d3e0608d41.NothingFound C004-1550 20090804/adb562645b045857d27fe53f1568491d6cd58994.VB 0.615848
20090805/057a25c9624e110ff80a1d8eef718a6a4f0500eb.Texel C004-1272 20090803/03ffe1f0764ca2eb477ea070789126daf7ef6659.Texel 0.390206
20090805/058c919317e35d2b5e83f9826d5bf08b7949d69a.Texel C003-1403 20090803/f6be925c0d3ccd97d398a3a487dc1097fea94cdc.Texel 0
20090805/058f4b1cd23f420d7da70be9c6b40ccc0d3b9239.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0888541
20090805/05bebbee64d4179f6a91212426aff1c722e032d8.Texel C004-1042 20090804/437a26d883940ff0570c5a4519e6ccda484dc51b.Texel 0.381824
20090805/05c198d261af345f217672f403d66edd50b92bdb.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0946098
20090805/05c293b96aa77278aa325a998c39fce96a2c5823.Udr C002-0337 20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr 0
20090805/05c8d3e4f2e3a4d07ecb056e16acd1c68b91f8b5.Texel C003-1045 20090803/0337a5b059fcd8d21afdcecd235750544962fbe5.Patched 0
20090805/05caa481ec46d6149fa2cc6a2dd98529d42e0dc0.Texel C003-1315 20090803/033dd051efe6de48029d44d9a5a68679543a403e.Texel 0.629629
20090805/05d6ed627f81e06f13e2785dd36030c97d75fc64.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.522391
20090805/05e0daa6b6c3f49804214060b88f0c0414ef2b06.NothingFound C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.57735
20090805/05e4e777aa4604f390e755b2db282bc40f6a3c59.FraudPack C003-0099 20090802/e59f914cadb19d4b3c5bfc3331b9355aa8fa6140.FraudLoad 0.396357
20090805/05e6c763fadd884c11c1db77d2d180c25c5c001f.Texel C003-0824 20090803/2b8ca70852212d13042c5cdfc85085b470765a9f.Texel 0.000260032
20090805/05e9de925f9db14a96c53db7c272dbf25b2a366d.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0888372
20090805/05f2d2b57d87f9e228fac7e493eadf21b5d8154d.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0986833
20090805/05f517adddbd168b9e3bbaa7dee413bb2c516adb.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.104686
20090805/060f89003f0f6220fc48cc11253637be760d5ca1.Texel C003-1437 20090802/a1d37dfc9ac69243ec3af40afc69d54418f373cf.Parite 0.500024
20090805/061883f23f29f48dca41ca6cc3d0751ccd005a27.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.143183
20090805/0622c74104accf98ecdd384e3c58df2fbd59b696.NothingFound C002-0809 20090802/d892e4d1aad59750995e7834d304b35bd2513037.Krap 0.639074
20090805/06245c4e371dc39b799f5868f890fa3b7ee58550.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.100022
20090805/0625377db2b155f31c2d6f92113d338e1fd1899a.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.274444
20090805/0629339a73432886006f5293a63f561e3a1ecf8c.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0974727
20090805/06343b3e762c20d3bf58f4d0709be089edb83f37.Texel C003-1192 20090803/20500a401372f597f2d51081cb0a1f5b7833c68c.Texel 0.5
20090805/0646753388c7c951f821f3415d0b439c925da309.Texel C004-1272 20090803/03ffe1f0764ca2eb477ea070789126daf7ef6659.Texel 0.373668
20090805/06590f147f2bb01d3a2bbee06071a8a534104e6f.Texel C003-1314 20090803/0b58f7fc85e5dc5328f95535c69615acc8c7f257.Texel 0.458832
20090805/0662f1533acd02d48e7a71635a5f26cb33d4c38f.Ardamax C002-1148 20090802/922ce956335cb784ceaa83131d6f1d16be61d704.NothingFound 0.516918
20090805/067326f9861de6b93b33a729833b2964cfa559d7.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0972674
20090805/067396b414d8685ac577d653ca77d0bef44c25b9.Patched C004-0660 20090804/2d9f7b4d7ab6310e42f3d0a08b8998c7e50678c8.Patched 0.426401
20090805/06751319b6bdd2aba191f6123ba6b498b4deb5b5.VB C002-1148 20090802/688892f26ab915be8aa1ee730704958ca916f200.Bifrose 0.621689
20090805/0679d3a7083ca646c48d972b45312eefa262dd3c.Agent C002-1011 20090802/53f7a92f66f95969a2e8cd35f3ad277af842acf6.Midgare 0.536385
20090805/067fbd44342f868a4cf9300082fe02494f9dbc8a.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.129742
20090805/0684dab6f85ab475cdb4ca063fb00cf9c5975c4f.Texel C003-1423 20090803/b08e1f78db06811b971a6d7d29087ffbe179c51b.Texel 0.563576
20090805/06a49f54d9464054292f50ee5e81be9bd3b5413a.FraudPack C003-0870 20090802/aeee30f8779a0025bdf0875ec92782777ae818f0.FraudLoad 0.33277
20090805/06a58825f9abc7acb4fa8c15f8b602b2d33403ca.NothingFound C004-1247 20090804/0e7a4e01c570b50763fa977b5799d7ed8484004a.NothingFound 0.613925
20090805/06bae4353eddf6947910f87809bcef9da2b0c909.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0794303
20090805/06cc40728ab49f8c7687d4efcba4e0fca3f111f3.Texel C003-1044 20090803/53d2fc8cb1cbbe7452874531e1e84263fac5a7bb.Texel 0.447214
20090805/06d47458522c179c0a6488a2e7ca07d98918faca.Texel C004-1553 20090804/95f81378b56e521f283ab9c4e44f19546d1e7de0.Texel 0.446584
20090805/06e4e77edbe6cc9130d246d3080cfc550ead925e.Texel C004-1272 20090804/350b37ffc7f43357c1c1e4709adac0886fb94b58.Texel 0.32833
20090805/06ea6502c9b31f6248440fed7a5ab6ccfc6f2056.Texel C004-0233 20090803/78da9f8254a61a3da7444baf1d20ffa675f12425.Texel 0.0736776
20090805/06f4b1f75d373b96389e8fb8d642d7ed0812683a.Virut C002-1184 20090802/f8d9eee13ae9febc51d346edc2392fc9817b9583.PcClient 0.587658
20090805/07277ae2623a9dbc04d3acf4f19e1fea794ad931.Texel C004-1247 20090803/0923298db85e75efb2c419323f6824c882c7ae28.Texel 0.359081
20090805/0731a199b4ec9a092d1e9db5615cf654f7d9df2d.Texel C004-0233 20090803/78da9f8254a61a3da7444baf1d20ffa675f12425.Texel 0.514826
20090805/075e05a4b3665ad2b7030a8f0d0e0eb9eeb70937.Texel C003-1266 20090803/d8310a22e7c604d37f709ab613be394969b92598.Texel 0.532291
20090805/0762d0233909394b21484d9944e19a783f348cd7.Texel C004-0866 20090804/71124c7c4f388fa853de2b1c0ddd70d481d3314d.Patched 0.54856
20090805/0768d6c0e72a9b523e9bdad580e743d03c8b7c0f.Texel C003-1239 20090803/6fdbb1e7305b00bb0bebe7c906ab1cc1b02c9473.Texel 0.631939
20090805/076e0c4dbc4159c87cb11294b5ae44b0e05586e8.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0794303
20090805/07772df86eb848dac31411674bfb9444e5f95de7.Texel C003-1192 20090803/6ec8b779c552219b51f0cd06f38b7c338824ef9c.Patched 0.57735
20090805/077f66f5ce2b7e04391ef7814de82f299bb5b331.Texel C003-1205 20090803/ede3e7738ddf372cf26aa6f62cc45eb767e71e76.Texel 0.375049
20090805/0797c77b0768f080546b54629cefe5654f090c27.Texel C003-0723 20090803/01d6a584ee3134c6cf260b6640f071ed3bbadf01.Texel 0.534188
20090805/07982eedb2a5992139445f599d46d0eb4ab6b60f.Texel C003-1504 20090803/2d3bf830c57ad3792277d90d99b2210bf2c5bade.Texel 0
20090805/079e5549d5f18f16a346a39d5cf2b168de5b8707.Texel C003-0898 20090803/94faf428bf2dad03a717a9f76415585a27d6ce11.Texel 0.417029
20090805/07a60990ed807cdf2150fd1c1087321577aa5797.Texel C003-1423 20090803/9bf1e43dd5b65ad7fadf059ba89fda99076c543c.Texel 0.436079
20090805/07a68501ad60f229829b8e830657ae36851e69bd.Texel C003-1442 20090803/36aa21b0f4159ec993b3c0af52a913cb235b9819.Texel 0.5
20090805/07b1dfa111c41fd0a0885bf4c3b8a9803bce5c93.Texel C003-1395 20090803/4a41a7f2e69d3809a49c4b2f6bd65a830b8b9c49.Texel 0.292357
20090805/07b5c3c0e024d95e19808c05fd03f7ef82153452.NothingFound C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.271306
20090805/07c2460099c1ebc1cee62e23dc3e9e58e1f55d5f.Texel C004-1384 20090803/1b0594240ff6faec86040f5b0751e46ceeb477e4.Texel 0.311382
20090805/07d8cef8c9565d02c58b5e445bf0f9cdd159817f.Texel C003-1187 20090803/22bccac09c27b84db02273d0d977d7affa36ebd8.Texel 0.25378
20090805/07df672651bbd36ab3f8d92c5192a577fec1e6e3.Texel C003-0762 20090803/3d37c1e9c8e5305434836ec493efa30e89e9b8e8.Texel 0.156173
20090805/07e1b94842c1171cdc8e77ba854536fb3cd73cfd.Texel C003-1110 20090803/05acc34b6e879a2c0667076bbfa4c7df3c7724b9.Texel 0.516398
20090805/07e9ccda62bc639f673996720a87d46f7e10aa18.Patched C003-1423 20090803/61e769142b72c79f3da505064e78bee65386b283.Patched 0.592474
20090805/07f4cfd49294c39bda5b0c11fedfdfbfd720135a.Virut C002-1011 20090802/96f24676e094fb1d6f3394b9e6a71a0cf4805499.Refroso 0.22328
20090805/07f8ae5bce74554f8c4aa3525681d74a1640d360.Zbot C002-0104 20090802/42c782e1e30ea7e58b77264fe02ab25928165eea.Zbot 0.411354
20090805/080ac9abfbc1e2beb6769bea4ea593e8207aa0bf.Bifrose C004-0606 20090802/caefd981c56407e637b46dff15a11ec2e0aaab5f.Bifrose 0.59167
20090805/080da7ebadbb499065414740e6e8d55d2f713bbe.NothingFound C002-0233 20090802/d9322571b20b6bc74a050595d253eac3253a7302.MyTool 0.586987
20090805/083f31515085cc743f09a7d9ff3aacef07feb9f2.Texel C003-0830 20090802/30cc472a5fb71630388dd4d1e019bf27d193848c.Virut 0.497224
20090805/0842281939ba234ae577a91530375ffcd78aa629.Texel C004-0740 20090804/89169c33ef933db38b9893b6ad24438dc4b280eb.Type_Win32 0.534188
20090805/0848c7a9572590f501734d61d8ab6ffacca5298e.Texel C003-1254 20090803/1b437f669e37a53678290909078a166d60210d59.Texel 0.5
20090805/08492e601775f7c3b140c829853aea3093964e12.Texel C003-1166 20090803/0b6117adf3960ed274ed7c8df77c0b5dc7aeece5.Patched 0.426049
20090805/084b35259c819f2dc90e57ab41f87c0cf7387dc3.Texel C003-1437 20090802/a1d37dfc9ac69243ec3af40afc69d54418f373cf.Parite 0.409375
20090805/0852d91f653209a728a66b2ab6cd76d6294c4d8e.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0794303
20090805/087baa535fa457e9e7fcad41f9c061c10763ee76.Basun C002-1163 20090802/cce1d2b84198fb02a4193507d1a4006e71653f95.Basun 0.0888793
20090805/088ee8ccb5b6b9ceb537aae71bf12628c133114e.Virut C004-0446 20090802/4c5b204ec8d26f27df1649ee2090825051274f64.Texel 0.578009
