# MALHEUR (0.4.6) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009 Konrad Rieck (rieck@cs.tu-berlin.de)
# Berlin Institute of Technology (TU Berlin).
# ---
# Clusters for reference_mist.tar.gz
# Number of cluster: 27
# Precision of clusters: 92.0%
# Recall of clusters: 93.7%
# F-measure of clusters: 92.9%
# ---
# <report> <cluster> <prototype> <distance>
refset/05d476bd08042cec6d649101613f669fde529cbc.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.276505
refset/05d8b150b8ce51cf851eb185b1026ee1ac75c6b9.EJIK C000-0031 refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK 0.320933
refset/05d9339f0ce975f7b9df7fc798f55082360615e3.RBOT C000-0023 refset/3463f7c7b3c05654fa2ebf25d8163d31b575f0ba.RBOT 0.521498
refset/05dcf86651b8fa302a702887a41df8567340c0c7.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.419635
refset/05df37841cf259dd384d2064afb4109ed6e92edf.SWIZZOR C000-0019 refset/370c147a9add7c89ca03bbe67b49db47a62ae459.SWIZZOR 0.357164
refset/05e3d4e631a6d9c37531e1c761aafe623516923c.CASINO rejected refset/05e3d4e631a6d9c37531e1c761aafe623516923c.CASINO 0
refset/05eaa375e30334a1f1c17531da770de75c5aa775.LOOPER C000-0011 refset/820839c8dd7245a8b2fedd6d8a9de9f3473e1b4a.LOOPER 0.621683
refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT C000-0050 refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.00030883
refset/060e402f222e56fef0c35781645450a24a59f920.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.411532
refset/061479633757bab5229aa43ecb2485a3153c6b36.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.34668
refset/0617f36d83cf45beca715ec2b1c4a43ec9340e6f.VIRUT C000-0050 refset/2c8f232169df18aad7a4f890a469b598948e72aa.VIRUT 0.533027
refset/067a7728aec8b17e05bed4ccc3676d87f8c2fb13.LOOPER C000-0011 refset/081d545cbd1648db7c337dac6b51e64ce375a433.LOOPER 0.643093
refset/067eb5caa28943a86d32241b79b07ea10acf4923.CASINO C000-0001 refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.401449
refset/068961c5d3942c37733ea7faeb17ef9596c4a136.LOOPER C000-0011 refset/068961c5d3942c37733ea7faeb17ef9596c4a136.LOOPER 0
refset/068b55216cbdda35c237c42a802826df80b09c9c.VIRUT C000-0050 refset/8821370914567a80d05f4b5ed44de3bf66c5180a.VIRUT 0.561366
refset/06a176eb779d55c866a3cdeb5acd7a6dd7f18123.WOIKOINER C000-0007 refset/ce3578cf105178b4284b1ca91562160199d5715a.WOIKOINER 0.518475
refset/06a99930d59377f75e74ffdaf10c82de7c3c3819.ROTATOR C000-0018 refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.402642
refset/06aba204bec15efcc8d4b22a6f3a7d16dcc131fe.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.34668
refset/06be4efc4adda1299f8679528d3701820cb57936.BANCOS C000-0003 refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.317034
refset/0720befbacd39abc9e7258fc300c18756a22ddb0.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/072a28c1f1b2a08fba897a63fc1b43dca0ae223c.VIKING_DLL C000-0090 refset/54ec9234bcad41af81aeef9e71197df3dfb5a668.VIKING_DLL 0.104972
refset/074517f92a578cb9d96145f6919e8734a779da84.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.348706
refset/0775838151e0011daa0d1741e418f32d0396fd36.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.25349
refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR C000-0019 refset/370c147a9add7c89ca03bbe67b49db47a62ae459.SWIZZOR 0.367346
refset/07accb3b536fc1d7caa3e43aa308ff670bd67782.ROTATOR C000-0018 refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.443811
refset/07b46fbb490f77a302ba21bde104f6d7f5e3a35d.LOOPER C000-0011 refset/07b46fbb490f77a302ba21bde104f6d7f5e3a35d.LOOPER 5.60648e-05
refset/07c7b2262f6cf6c540a19f1de1f9c02cb27472fa.EJIK C000-0031 refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK 0.332234
refset/07d34d0bd10769bbbb082f38891f47ce6e08340d.CASINO C000-0001 refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.374819
refset/07e037df5df6b41956c6bb716819c804af42543f.SALITY C000-0004 refset/4df447fdc28d29b431b83ccbdd57cb2aa8fd3c2d.SALITY 0.382581
refset/07fc2ba5c4b27f517887093d502644d695536cf7.VAPSUP C000-0017 refset/6177994691492e0b99930f563c0812ddd1a4b809.VAPSUP 0.36242
refset/081d545cbd1648db7c337dac6b51e64ce375a433.LOOPER C000-0011 refset/081d545cbd1648db7c337dac6b51e64ce375a433.LOOPER 0
refset/08235019f3b8d500665d0a44f92fc2030bdf73c7.RBOT C000-0023 refset/3463f7c7b3c05654fa2ebf25d8163d31b575f0ba.RBOT 0.516547
refset/082a508f76a6f6cc2a7ca3722fb03866da6bb697.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/084f7c7cbb914171cfb9cd0ba0756e41857def46.LOOPER C000-0011 refset/720d154adfaf064bcb55cc91c1f8d026fffb41d2.LOOPER 0.646492
refset/084fc7587823e27f12c49566ad86c291bec1c79f.VIKING_DZ C000-0009 refset/76f4de7899351ecc0705f65ea7e2c8c5ae419751.VIKING_DZ 0.151032
refset/0866b5db66565fbdee3f659771edd024a6a52382.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.408972
refset/086d616cca0540cda6d82d5fb593f31f70eebd8f.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.348474
refset/087a63d08110c6f9aa92353af10fc35611817787.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.228714
refset/087e5a8536135880d36e81e2c8d599557d6fe350.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.430133
refset/088076281af2de6373d3a17ced585aae463b83bd.LOOPER C000-0011 refset/7c3e4a1028b8d7ff08b9639df3398e1621d3dd97.LOOPER 0.618791
refset/0889754d094385ed1fbaef54da58f46a101644c5.CASINO C000-0001 refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.380224
refset/08af6528340613b4991c82b1c2f51eacf737185b.SALITY C000-0085 refset/5742230622f6cb72d767d6a015b3d42b59919fc8.SALITY 0.329816
refset/08d734090fb3d911591ccb0a201a51e12381a5d5.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/08dbdd94746552f20ed40d60fec2b12671527aa3.LOOPER C000-0011 refset/8c7bc90d49edd0905f55d2cb19e84fb96caca8f6.LOOPER 0.628365
refset/08e8bb9ba72faf8b9c3810003d51f20223d62ee3.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.509417
refset/0910e96c127e1ac55cd0a198a300d3080a459093.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.410369
refset/0924b2aa53d42ab673d98cdaa20e2483d5142ba7.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.28341
refset/095139894fa8ef07ca16762ad4286706d4dae8ff.LDPINCH C000-0012 refset/095139894fa8ef07ca16762ad4286706d4dae8ff.LDPINCH 0.000369852
refset/0966cb5160ff652125f189705dd0d6d825a07ed7.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.338305
refset/09700abbf82fbf0177b6bdd0bfb4d446980d117f.BANCOS C000-0003 refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.518597
refset/0987ffd1a3573d77ece16d781b195e5d7c0b4529.VIRUT C000-0050 refset/2c8f232169df18aad7a4f890a469b598948e72aa.VIRUT 0.593263
refset/09d7bca7c6b0876872864403cb97174e26ce324f.EJIK C000-0031 refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK 0.30842
refset/09e25795f99eaea717b6f17719b6b3021bbd89f1.VIKING_DLL C000-0010 refset/2e1465134075161228a764caf057a54657afa292.VIKING_DLL 0.185883
refset/09ea3341b12b18f44a594be4286192cd975c8652.VIKING_DZ C000-0020 refset/6bc6dc01ce05d3fe5b3061777839e809b624e4ee.VIKING_DZ 0.0941765
refset/0a2f1e7d4d3db0a2e7babe47c0fc1230a42ffdf9.MAGICCASINO C000-0095 refset/1b12cab2ddb5c70f66833c71dadb23a69c70d510.MAGICCASINO 0.308606
refset/0a55c0c00f005ff80f20f2c10132fddf6afc397f.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.46733
refset/0a751108dad732513a7b45e76884d0ddaf101216.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.34668
refset/0a7fdf130f6dcd185d162f11a4bd28dd6c290c7f.DORFDO C000-0058 refset/22767645530cce5c8d38f629041354c3419afb61.DORFDO 0.451738
refset/0a8999624b4ef35194fa92d04b2fea53bfee0ed0.EJIK C000-0031 refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK 0.320933
refset/0a8daccc4bdabbc9c8420ceb251fee75ce566fcd.ROTATOR C000-0018 refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.408102
refset/0aa6661457c3ee3cd5f54700572958f25d444246.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/0aac632280a184c5a3575e37801fa5f0191b3707.MAGICCASINO C000-0095 refset/1b12cab2ddb5c70f66833c71dadb23a69c70d510.MAGICCASINO 0.353752
refset/0ab4177a7f5677d02ddfdadde8bb0c888cf61333.SALITY C000-0034 refset/9956e0b8366185a5a48fd1fcf6a77f5d7ac2a898.SALITY 0.482956
refset/0ad33ca38d8f17d76b4ca925275b9cd56a14b80b.CASINO C000-0001 refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.412122
refset/0adaf141a2f39b9365ef9758f7e8da08d6183245.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.395963
refset/0b159fbd60eedb4aee9015555d3d51a56cfc4721.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.355091
refset/0b6b6241340da995f9716295d852c71aa5c83c9d.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.348474
refset/0b7b32415df593b488d20311c1f96496142e61ff.POISON C000-0005 refset/1dc9dcc3fd825daebc354a04bbb566b45d71a7d0.POISON 0.60334
refset/0b7dffd01e7a74f7aa80dc43f1798972f63625d6.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/0b8aef4d2de04dea51228e406270662035904866.LOOPER C000-0011 refset/0b8aef4d2de04dea51228e406270662035904866.LOOPER 0
refset/0b8b3afe694ca35c4f14a02ef157d9e56964addc.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.402622
refset/0bc062693a29179899535be2ee6d4a10028db0b9.VIRUT C000-0050 refset/f53e7a1fe83dca7db7f393a98f14ace3131ceaf6.VIRUT 0.388779
refset/0bc877ec0422157bdf25bfcb502cb5599dc06c19.PORNDIALER C000-0039 refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.106905
refset/0bcc6e8ac6c546bb39f7d37571f426071c520105.LOOPER C000-0011 refset/07b46fbb490f77a302ba21bde104f6d7f5e3a35d.LOOPER 0.62307
refset/0be249c7a4b903dacc02cd01fcf7ed7e81c1b76c.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.34668
refset/0be85346745d370b5dd0e5ad19d24c4accc95602.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/0bf280788d5c35c9f83aeb3369b991ef5fd38357.SALITY C000-0004 refset/4df447fdc28d29b431b83ccbdd57cb2aa8fd3c2d.SALITY 0.46164
refset/0c199c30f65bf6cee449adc6c599ad3e988914c8.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/0c285a698283c42ad268ba48a91ae62752daedfd.ROTATOR C000-0018 refset/c8c199f3c066aa56524f446349605c1ec4350804.ROTATOR 0.421498
refset/0c322aef075441a892457c22a084599d755ea94f.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.517089
refset/0c491252881d01e442d3ce6e10fa9cb6f4083904.PORNDIALER C000-0039 refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0759195
refset/0c4ba44a434109a9da8a4258d33de175b0415b05.VIRUT C000-0050 refset/f53e7a1fe83dca7db7f393a98f14ace3131ceaf6.VIRUT 0.22727
refset/0c66a77da6619d461812502ed67f923aafc1b1e2.VIRUT C000-0050 refset/2c8f232169df18aad7a4f890a469b598948e72aa.VIRUT 0.521276
refset/0c6f8bcbbdeeac395e61270f739389ec7a7a30c1.VIRUT C000-0050 refset/8821370914567a80d05f4b5ed44de3bf66c5180a.VIRUT 0.538635
refset/0c83d633623e3266de309478379dc18826be6e53.VAPSUP C000-0017 refset/0c83d633623e3266de309478379dc18826be6e53.VAPSUP 0
refset/0c8a0ee3aaaed6fcc7a4c149769ae5474d52a7b5.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.261547
refset/0c90c7e4421c5e8fe665c931693046126026f1ec.MAGICCASINO C000-0095 refset/1b12cab2ddb5c70f66833c71dadb23a69c70d510.MAGICCASINO 0.472314
refset/0cca5e35c39182b692d8c654d7632a15c1f5352b.WOIKOINER C000-0007 refset/ce3578cf105178b4284b1ca91562160199d5715a.WOIKOINER 0.506219
refset/0cd1a52340269368382c6adc761eda20baeb1346.VIKING_DLL C000-0010 refset/2e1465134075161228a764caf057a54657afa292.VIKING_DLL 0.177828
refset/0ce009eb5f66a28a3bf7aef50a4be4c3d087790d.VIKING_DLL C000-0010 refset/2e1465134075161228a764caf057a54657afa292.VIKING_DLL 0.183172
refset/0ce8bf77663eae83fa2390e32c27cf7a600443a5.PORNDIALER C000-0039 refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0929035
refset/0cf7377c5bc5cc50cd49aa49a58ac128fcaa6df4.MAGICCASINO C000-0095 refset/1b12cab2ddb5c70f66833c71dadb23a69c70d510.MAGICCASINO 0.383418
refset/0cfe9977960edbc621da9a15d29cee2be7792b3b.SPYGAMES C000-0050 refset/1de5579c37b97761a9280b40772444569fd9852f.SPYGAMES 0.262423
refset/0d15ceeb41649aa4d9a209082783fb26b1928bdc.SALITY rejected refset/0d15ceeb41649aa4d9a209082783fb26b1928bdc.SALITY 0.000429802
refset/0d2441bca2d6c7a482b20e3024cef05e6a94b89e.ADULTBROWSER C000-0088 refset/41da4485b565741accc0166caabc409e022c659a.ADULTBROWSER 0.34668
refset/0d282a6257da453ba1ffa2670e618de4eea59308.ALLAPLE C000-0002 refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.400503
refset/0d4d40540f2c820f7fa2ae6662b94f0c4423be89.PORNDIALER C000-0039 refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.130994
refset/0d5c553b00c9fb3b32feb277d8f2e515084cda44.ZHELATIN rejected refset/0d5c553b00c9fb3b32feb277d8f2e515084cda44.ZHELATIN 0.000352216
refset/0d620f01b3e470b425610e986f31fd60790c6df8.RBOT C000-0023 refset/3463f7c7b3c05654fa2ebf25d8163d31b575f0ba.RBOT 0.36183
refset/0d64a77bbf8e4e029e88ce99dcc3f2a3bc1d9eee.PODNUHA C000-0015 refset/d722b732ee0fff2fcb8771ce02f747ed337368b4.PODNUHA 0.357031
refset/0d6f0c5941c0911e34d448e0c73770cb02cb464b.WOIKOINER C000-0007 refset/ce3578cf105178b4284b1ca91562160199d5715a.WOIKOINER 0.518475
refset/0d7a7f0cf95d35ea6ebc519fbd10c5b6e7e72eef.EJIK C000-0031 refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK 0.332234
