# MALHEUR (0.4.6) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009 Konrad Rieck (rieck@cs.tu-berlin.de)
# Berlin Institute of Technology (TU Berlin).
# ---
# Incremental analysis for 20090807_mist.tar.gz
# ---
# <report> <cluster> <prototype> <distance>
20090807/03b9edca2a894ff4bafbd7780599c9c3e7b89efe.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.44015
20090807/03d9661173a96fcaaf404e971653ff530b5ad461.NothingFound C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.445335
20090807/03e0640fb2c7d01a985526245f865cf3afa62eae.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.259926
20090807/03e15d3576cf37c85f0f0e556e949987a3ae361d.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.367352
20090807/03e69bf9b3069ac20cc96f96fa07c09cae189f1b.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.397429
20090807/03efccd0acbec66afbdffa9f62efdadb6b712d52.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.413906
20090807/03f1af57cd5df77bd2c3263e970d589d51cf5e14.NothingFound C006-1586 20090806/e752c1a7f329d95392219821da9111bf5b8cb2f4.NothingFound 0.619246
20090807/03f4c77d01e8106d898bcf16a5d544c003018590.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.464103
20090807/03f6339dee35fd9ea140d2a70eda674277e2a5c5.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.443977
20090807/03fb7f351f6f0c7e2769de9c1c9a0a1d8982334b.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.456999
20090807/041c8d14889ac2725643cc97381471d3c6ebda5f.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.37665
20090807/04231514dd0a610df5ac8b1e1437ac536c452b6f.Virut C006-1482 20090806/ea33dc178aa59b38b16dc3a54399c4d126b925b4.Tdss 0.588918
20090807/042ff56f93f77746a1ee9adb76fae064b8d78bc0.NothingFound C005-1733 20090805/d083fd53e6abd408067665f55e500c98f5826a00.Virut 0.667515
20090807/043fa9e4bf2845d992de064afa9142cd355b184a.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.445866
20090807/04401d76f148ecfdf86e14b139224a69a805c1ec.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.44675
20090807/0446baf6ec2106a66cb5a097f4ec66da47849af9.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.442958
20090807/04560384afff425cb1a8ff4181238613d8c94b14.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.444456
20090807/04695e0d903786bedf52b3d7277b2372ab772338.NothingFound C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.427768
20090807/046af053664975ff8a896dc007898e797ba54d7d.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.114882
20090807/04745867ae0a1257bcda3cc70cf290b237ed2254.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.445161
20090807/047836677983011c3071a2ebe434c0e9e2086c3e.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.442277
20090807/047ddc10a449da5df1dd3135cac8881c51a0d2bd.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.44515
20090807/048927fa1e598c6339958d79afb78a362c6ed410.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.458541
20090807/048a611d085b2fa16ff48b37a2e5ab822681e836.Adload C004-1509 20090803/8faa0384d186a4b4cfdbb4f311f2ff6653175e19.Adload 0.237729
20090807/048be6551d03048d55cd3135bccd187cfdeb98e5.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.503891
20090807/049433a99160aa29b72289e8b5ff92fe831e9256.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.441204
20090807/04a187f3d82e9aea3f89f4a88ff266973ca27253.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.11896
20090807/04a24b09d215c04bc364534787beea971939b40a.Poison C002-1184 20090802/b4a211e2b8e97a922e52a9b7beeee3bd4a4b69d7.NothingFound 0.333333
20090807/04a65bd520787c5bc8f6ad17b3c831f43e712b22.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.446707
20090807/04cc6c3eb2860229d7a2465e4a0fc5b952d6ad3f.Poison C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.556499
20090807/04d13aa4fa5c97e183d77ac1bfc0ebe018062cfe.NothingFound C002-1066 20090802/d027ced7b5909ecb33d9693af7d70be6541b83cd.NothingFound 0.537956
20090807/04d18f01f7967c03a60be8ff8ddf697b43e0a36d.VB C005-1022 20090802/d4c6c879dc7a459fd9e8b8efe7109eeb385b9141.VB 0.588189
20090807/04df74d59792c4b735f51d53f185a8ba3b7dff89.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.444648
20090807/04eaa0e2c8895c32b25921f33a975a55b4ab7e59.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.107129
20090807/04fb3ff13a039a061bde85a7cb27de591ae323f2.Swizzor C002-0803 20090802/4b3623532f0329ffad5207718fa2bc2891fc3b38.Swizzor 0.58622
20090807/0503733538d5aa7bd0540f7dd866e05466b355a5.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.444696
20090807/05075d7d21f0b822517be58b38a96fcbb9359444.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.446336
20090807/050cd8b61ada500f777e5bbd6d604a1dcf805bf5.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.457317
20090807/0532327a8c4b25cb0ba0d5a5efd34a26c3ceace8.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.439492
20090807/055898da00b018615d7cf4c073a2ec8f4eca4f59.Agent C002-1184 20090802/b4a211e2b8e97a922e52a9b7beeee3bd4a4b69d7.NothingFound 0.333333
20090807/05628b3301be375fa3862ed7b5065560005f5c67.VBNA C005-1733 20090805/d083fd53e6abd408067665f55e500c98f5826a00.Virut 0.667515
20090807/056bd990913c6f19cce099cdbc48713e576dd27e.NothingFound C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.460372
20090807/0576ea6acae3bf5a20c80e4ceced971a84af62d2.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.517949
20090807/0587f81d8360b870370b1044ced42d7d01865ea4.Virut C006-1482 20090806/ea33dc178aa59b38b16dc3a54399c4d126b925b4.Tdss 0.601862
20090807/058c9c66417b1a2519bf388fcd55c1ebb515c342.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.444214
20090807/059c6ddcdcb44457991885be64e68ab1894188ce.NothingFound C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.459454
20090807/05a00be9fc69e3a32189a942581bfc91ace7a8cc.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.443763
20090807/05ad91f3f99fabafb5833dd610437b27bd571d7c.Magania C002-1200 20090802/976c0bdd830f81c6b2677c07673be1457e678ff1.Magania 0.457062
20090807/05b1a52d3d36cc4dbccb1b9c0ef02314b0c70be9.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.444379
20090807/05c2d9a2148ef0144fbcfbe879458ad30b8f9358.Obfuscated C002-0803 20090802/4b3623532f0329ffad5207718fa2bc2891fc3b38.Swizzor 0.585227
20090807/05c41eae94b7bee9a9f41a428fc868d0901bbb75.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.456019
20090807/05d6c5410f010d30c18ea3ab2c3eaa2768c70c19.VB C002-1163 20090802/90e66fd1351bbfec4f4fbd73d0c35bf772598d17.Chifrax 0.477949
20090807/05f17c89701121e1896f84482094790e4597b467.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.447426
20090807/05fb229fae56bbcb3aefe7e3e55b76b08cbe6412.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.437383
20090807/05fb6ad572fff1bdf730a6d34142c471aa9e673f.NothingFound C002-1134 20090802/74659c4254eeeae0714a7ce0b8f23ca68176fc0d.NothingFound 0.665611
20090807/06124b191e7d76c6e9821646a77e99f983660577.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.104136
20090807/0615b60034f2cc01609696f7c75e973c5d7cace8.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.460495
20090807/061825a9ac719e787df615339467b33eb7d110da.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.460087
20090807/06280f1d86cb509468cc0f96ca458fa571c49acc.Poison C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.556499
20090807/063bd9ad622c3ee4eaaa42121e05b35db48aa005.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.44563
20090807/06414c1254a65d6aacc2131ed2c5f421ac538140.Stabs C002-1148 20090802/c708f2781943ba3ca7a57235177ec05fe2539dc9.Poison 0.390482
20090807/06454eac2f5f37eb789c0b005255681d58ca919d.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.444115
20090807/06685988f0d258c6fdfc7c17ed63740eb4072b1d.NothingFound C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.42539
20090807/0688c273940b479a2da4fdcedbd543320d0b61b3.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.441296
20090807/0696e842030b99e2a10c57f71695aea8a773d837.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.445121
20090807/06974c717ab9cc581dc50bebe1ebb657bc7167e0.Lipler C002-0233 20090802/4cf23978218f1a0417eb0579ca59cf9fe52d6729.Lipler 0.557978
20090807/069adf23490de4767e0fe97bd7c4d12f6d750086.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.458416
20090807/06ad8de6c81408d445d82fdf91060b7f2f655c20.NothingFound C002-1148 20090802/c708f2781943ba3ca7a57235177ec05fe2539dc9.Poison 0.621683
20090807/06add967f968b903ad4d4d5fc3a0f103b8e826b4.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.195132
20090807/06c70ac272b8c6d53232332e43dbadc83d0bf7c6.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.600061
20090807/06d6878e76759e0b12a1f680166d81bd3cc15536.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.441689
20090807/06f989e1ef47428fd596d3720f77af3df1e64270.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.612084
20090807/0711b39d2e9a7342968508ee9b7196c18eb83cc4.Texel C003-0993 20090803/0ae8dcc931e6160ebaebad22d77a3ecb1d5d4657.Texel 0.505803
20090807/072142eeb9f04390365a665d3a91681fa5434ab4.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.415614
20090807/07282ba60cf455292fe94d7fd682acd791d4028c.Basun C006-1838 20090806/10de62fae5ac9196eb4b5899afa2f2b497b0ebb0.NothingFound 0.44513
